lab,compound,sample_type,RT,sample,peak_area,note,c_real_M
L21,Diphenyl_phthalate_H,cal,14.27013605,cal2,163299856.3,linear,6.44E-07
L21,Diphenyl_phthalate_H,cal,14.27013605,cal3,80771891.67,linear,3.82E-07
L21,Diphenyl_phthalate_H,cal,14.27013605,cal4,53591487,linear,2.07E-07
L21,Diphenyl_phthalate_H,cal,14.27013605,cal5,15871414.33,linear,7.88E-08
L21,Diphenyl_phthalate_H,cal,14.27013605,cal6,1191134.667,non-linear,1.07E-08
L21,Efavirenz,cal,12.79512821,cal1,849465295.3,linear,1.33E-06
L21,Efavirenz,cal,12.79512821,cal2,399564634.7,linear,5.86E-07
L21,Efavirenz,cal,12.79512821,cal3,187936108.7,linear,3.13E-07
L21,Efavirenz,cal,12.79512821,cal4,121609044.3,linear,1.67E-07
L21,Efavirenz,cal,12.79512821,cal5,46293753,linear,7.13E-08
L21,Efavirenz,cal,12.79512821,cal6,4071344.333,linear,8.49E-09
L21,Emamectin_B1a,cal,11.68740741,cal1,806387987.7,non-linear,2.04E-07
L21,Emamectin_B1a,cal,11.68740741,cal2,124814020,non-linear,9.73E-08
L21,Emamectin_B1a,cal,11.68740741,cal3,15962913.33,non-linear,4.87E-08
L21,Emamectin_B1a,cal,11.68740741,cal4,2155488.667,non-linear,2.35E-08
L21,Emamectin_B1a,cal,11.68740741,cal5,607209,non-linear,7.05E-09
L21,Haloperidol,cal,7.764615385,cal1,3644779198,non-linear,5.96E-07
L21,Haloperidol,cal,7.764615385,cal2,1580461355,non-linear,2.90E-07
L21,Haloperidol,cal,7.764615385,cal3,920344282.7,linear,1.49E-07
L21,Haloperidol,cal,7.764615385,cal4,601574883,linear,8.94E-08
L21,Haloperidol,cal,7.764615385,cal5,219015020.7,linear,2.62E-08
L21,Haloperidol,cal,7.764615385,cal6,19925949.33,linear,2.20E-09
L21,Imazalil,cal,8.103965517,cal1,6901324616,non-linear,8.73E-07
L21,Imazalil,cal,8.103965517,cal2,3065656100,non-linear,4.20E-07
L21,Imazalil,cal,8.103965517,cal3,1621568337,linear,2.19E-07
L21,Imazalil,cal,8.103965517,cal4,1003952679,linear,1.26E-07
L21,Imazalil,cal,8.103965517,cal5,363317615,linear,3.93E-08
L21,Imazalil,cal,8.103965517,cal6,30462664.33,linear,3.32E-09
L21,L-phenylalanine,cal,4.48484375,cal1,2648056558,non-linear,3.10E-06
L21,L-phenylalanine,cal,4.48484375,cal2,1072490459,non-linear,1.23E-06
L21,L-phenylalanine,cal,4.48484375,cal3,561792599,non-linear,6.09E-07
L21,L-phenylalanine,cal,4.48484375,cal4,342571224.7,linear,3.58E-07
L21,L-phenylalanine,cal,4.48484375,cal5,114759181,linear,1.21E-07
L21,L-phenylalanine,cal,4.48484375,cal6,12466376.67,linear,1.38E-08
L21,Methamidophos,cal,4.193148148,cal1,1736302350,non-linear,2.23E-06
L21,Methamidophos,cal,4.193148148,cal2,748146484.3,non-linear,9.91E-07
L21,Methamidophos,cal,4.193148148,cal3,399990203.3,non-linear,4.84E-07
L21,Methamidophos,cal,4.193148148,cal4,242552703.7,linear,2.92E-07
L21,Methamidophos,cal,4.193148148,cal5,86704456.33,linear,8.52E-08
L21,Methamidophos,cal,4.193148148,cal6,8766496,linear,6.39E-09
L21,Metolachlor,cal,12.83707792,cal1,10533880277,linear,1.45E-06
L21,Metolachlor,cal,12.83707792,cal2,5008992175,linear,6.75E-07
L21,Metolachlor,cal,12.83707792,cal3,2732079111,linear,3.62E-07
L21,Metolachlor,cal,12.83707792,cal4,1646194190,linear,2.26E-07
L21,Metolachlor,cal,12.83707792,cal5,597364500.7,linear,7.26E-08
L21,Metolachlor,cal,12.83707792,cal6,58939435.33,linear,7.23E-09
L21,Nigericin_NH4,cal,21.98166667,cal1,3973258,non-linear,3.47E-07
L21,Nigericin_NH4,cal,21.98166667,cal2,909991.3333,non-linear,1.87E-07
L21,Octocrylene,cal,17.59912088,cal1,31749961.67,non-linear,2.30E-06
L21,Octocrylene,cal,17.59912088,cal2,5807406,non-linear,1.20E-06
L21,Octocrylene,cal,17.59912088,cal3,538656.3333,non-linear,7.12E-07
L21,Octocrylene,cal,17.59912088,cal4,783604.5,non-linear,3.34E-07
L21,Octocrylene,cal,17.59912088,cal5,122305,non-linear,1.16E-07
L21,Progesterone,cal,13.29853659,cal1,3910381246,linear,1.24E-06
L21,Progesterone,cal,13.29853659,cal2,1509109692,linear,6.17E-07
L21,Progesterone,cal,13.29853659,cal3,713970894,linear,3.29E-07
L21,Progesterone,cal,13.29853659,cal4,425229277,non-linear,2.00E-07
L21,Progesterone,cal,13.29853659,cal5,138862468,non-linear,7.24E-08
L21,Progesterone,cal,13.29853659,cal6,12465039.67,non-linear,8.65E-09
L21,Rifaximin,cal,11.68639344,cal1,2024644767,linear,4.90E-07
L21,Rifaximin,cal,11.68639344,cal2,691406108.7,linear,1.91E-07
L21,Rifaximin,cal,11.68639344,cal3,259850836,linear,8.71E-08
L21,Rifaximin,cal,11.68639344,cal4,123394970.3,linear,4.48E-08
L21,Rifaximin,cal,11.68639344,cal5,40558058.33,linear,1.61E-08
L21,Rifaximin,cal,11.68639344,cal6,2034695.667,non-linear,2.69E-09
L21,Saccharin,cal,4.878,cal1,7454540,non-linear,5.27E-06
L21,Saccharin,cal,4.878,cal2,3233543.667,non-linear,2.14E-06
L21,Saccharin,cal,4.878,cal3,1927394.333,linear,1.07E-06
L21,Saccharin,cal,4.878,cal4,1249000,linear,6.46E-07
L21,Saccharin,cal,4.878,cal5,383442.3333,linear,2.16E-07
L21,Simazine,cal,8.440925926,cal1,18703626110,non-linear,2.29E-06
L21,Simazine,cal,8.440925926,cal2,9353335287,non-linear,9.66E-07
L21,Simazine,cal,8.440925926,cal3,5066462703,linear,4.95E-07
L21,Simazine,cal,8.440925926,cal4,2984256103,linear,3.01E-07
L21,Simazine,cal,8.440925926,cal5,1021352243,linear,9.47E-08
L21,Simazine,cal,8.440925926,cal6,97486724,linear,9.45E-09
L21,Spinosad_A,cal,10.62740741,cal1,1706639317,non-linear,2.15E-07
L21,Spinosad_A,cal,10.62740741,cal2,405981844.3,non-linear,1.07E-07
L21,Spinosad_A,cal,10.62740741,cal3,101932892.3,non-linear,5.49E-08
L21,Spinosad_A,cal,10.62740741,cal4,20736475.33,non-linear,2.66E-08
L21,Spinosad_A,cal,10.62740741,cal5,4127642.667,non-linear,8.48E-09
L21,Spinosad_A,cal,10.62740741,cal6,82858,non-linear,8.49E-10
L21,Sucralose_Na,cal,5.505783133,cal1,103762846.3,non-linear,2.37E-06
L21,Sucralose_Na,cal,5.505783133,cal2,61664408,non-linear,1.07E-06
L21,Sucralose_Na,cal,5.505783133,cal3,33964355,linear,4.81E-07
L21,Sucralose_Na,cal,5.505783133,cal4,17685430.33,linear,2.71E-07
L21,Sucralose_Na,cal,5.505783133,cal5,3650580,linear,9.62E-08
L21,Sucralose_Na,cal,5.505783133,cal6,312681.6667,linear,1.28E-08
L21,Sucralose_NH4,cal,5.505783133,cal1,88841286.67,non-linear,2.37E-06
L21,Sucralose_NH4,cal,5.505783133,cal2,37694453,non-linear,1.07E-06
L21,Sucralose_NH4,cal,5.505783133,cal3,18961141.33,non-linear,4.81E-07
L21,Sucralose_NH4,cal,5.505783133,cal4,11353332,linear,2.71E-07
L21,Sucralose_NH4,cal,5.505783133,cal5,4007646.667,linear,9.62E-08
L21,Sucralose_NH4,cal,5.505783133,cal6,374580,linear,1.28E-08
L21,TCMTB,cal,12.10666667,cal1,1020416522,linear,1.73E-06
L21,TCMTB,cal,12.10666667,cal2,452934932,linear,7.08E-07
L21,TCMTB,cal,12.10666667,cal3,223641191,linear,3.96E-07
L21,TCMTB,cal,12.10666667,cal4,128834696.7,linear,2.49E-07
L21,TCMTB,cal,12.10666667,cal5,41888510,linear,7.96E-08
L21,TCMTB,cal,12.10666667,cal6,4041714,linear,7.64E-09
L21,Tetraethylammonium,cal,4.212,cal1,143718948.7,linear,1.13E-06
L21,Tetraethylammonium,cal,4.212,cal2,65499047.67,linear,6.22E-07
L21,Tetraethylammonium,cal,4.212,cal3,51602970,linear,3.59E-07
L21,Tetraethylammonium,cal,4.212,cal4,18702731.33,linear,2.41E-07
L21,Tetraethylammonium,cal,4.212,cal5,7688815.667,linear,9.90E-08
L21,Tetrahexylammonium,cal,13.40269841,cal1,16306644298,non-linear,7.52E-07
L21,Tetrahexylammonium,cal,13.40269841,cal2,4668228382,non-linear,3.93E-07
L21,Tetrahexylammonium,cal,13.40269841,cal3,2159275186,non-linear,2.17E-07
L21,Tetrahexylammonium,cal,13.40269841,cal4,801874899.7,non-linear,1.13E-07
L21,Tetrahexylammonium,cal,13.40269841,cal5,247045574.3,non-linear,3.31E-08
L21,Tetrahexylammonium,cal,13.40269841,cal6,10473918.67,non-linear,3.02E-09
L21,Trichlorfon,cal,6.15537037,cal1,335914941.7,non-linear,1.76E-06
L21,Trichlorfon,cal,6.15537037,cal2,151538947.7,non-linear,7.54E-07
L21,Trichlorfon,cal,6.15537037,cal3,257593929.3,non-linear,3.95E-07
L21,Trichlorfon,cal,6.15537037,cal4,61308153,non-linear,2.39E-07
L21,Trichlorfon,cal,6.15537037,cal5,46768391.33,non-linear,7.80E-08
L21,Trichlorfon,cal,6.15537037,cal6,2035434.667,non-linear,7.29E-09
L21,Tylosin,cal,7.81,cal1,1292231175,linear,4.20E-07
L21,Tylosin,cal,7.81,cal2,513768043.7,linear,1.90E-07
L21,Tylosin,cal,7.81,cal3,222857252.3,linear,1.01E-07
L21,Tylosin,cal,7.81,cal4,130400934.3,linear,5.77E-08
L21,Tylosin,cal,7.81,cal5,32106396,linear,1.93E-08
L21,Tylosin,cal,7.81,cal6,990209.3333,non-linear,1.96E-09
L21,Uracil,cal,2.417222222,cal1,167461210.7,non-linear,8.90E-06
L21,Uracil,cal,2.417222222,cal2,87818907.67,linear,3.61E-06
L21,Uracil,cal,2.417222222,cal3,41376143.67,linear,1.81E-06
L21,Uracil,cal,2.417222222,cal4,25144731.33,linear,1.09E-06
L21,Uracil,cal,2.417222222,cal5,8549335.667,linear,3.64E-07
L21,Uracil,cal,2.417222222,cal6,906705,non-linear,9.12E-08
L21,Vancomycin_H2,cal,4.499411765,cal1,174552751.3,linear,2.71E-07
L21,Vancomycin_H2,cal,4.499411765,cal2,75184082.67,linear,1.22E-07
L21,Vancomycin_H2,cal,4.499411765,cal3,42752185.67,linear,6.19E-08
L21,Vancomycin_H2,cal,4.499411765,cal4,24244066,linear,3.79E-08
L21,Vancomycin_H2,cal,4.499411765,cal5,8054957,linear,1.25E-08
L21,Vancomycin_H2,cal,4.499411765,cal6,852725,linear,1.49E-09
L22,Amitrole,cal,0.9,cal1,866742485.3,non-linear,6.25E-06
L22,Amitrole,cal,0.9,cal2,406090272,non-linear,2.58E-06
L22,Amitrole,cal,0.9,cal3,202039130.7,non-linear,1.34E-06
L22,Amitrole,cal,0.9,cal4,140175296,non-linear,7.78E-07
L22,Amitrole,cal,0.9,cal5,47988858.67,non-linear,2.35E-07
L22,Amitrole,cal,0.9,cal6,5372980.333,non-linear,2.02E-08
L22,Aspartame,cal,8.23,cal1,822824170.7,linear,1.72E-06
L22,Aspartame,cal,8.23,cal2,239185546.7,linear,7.04E-07
L22,Aspartame,cal,8.23,cal3,164341632,linear,3.58E-07
L22,Aspartame,cal,8.23,cal4,57599320,linear,2.13E-07
L22,Aspartame,cal,8.23,cal5,28714210,linear,7.22E-08
L22,Aspartame,cal,8.23,cal6,1726733.667,linear,7.59E-09
L22,Atrazine,cal,12.56,cal1,6442542251,linear,1.93E-06
L22,Atrazine,cal,12.56,cal2,2594921216,linear,8.29E-07
L22,Atrazine,cal,12.56,cal3,1115404757,linear,4.24E-07
L22,Atrazine,cal,12.56,cal4,659553941.3,linear,2.48E-07
L22,Atrazine,cal,12.56,cal5,174060336,linear,8.51E-08
L22,Atrazine,cal,12.56,cal6,19456089.33,linear,8.73E-09
L22,Avermectin_B1a_H,cal,17.15,cal1,73701.66667,non-linear,1.35E-07
L22,Avermectin_B1a_H,cal,17.15,cal2,10654.33333,non-linear,7.02E-08
L22,Avermectin_B1a_H,cal,17.15,cal3,5319,non-linear,4.78E-08
L22,Avermectin_B1a_NH4,cal,17.15,cal1,18782850,non-linear,1.35E-07
L22,Avermectin_B1a_NH4,cal,17.15,cal2,4908245.333,non-linear,7.02E-08
L22,Avermectin_B1a_NH4,cal,17.15,cal3,961797,non-linear,4.78E-08
L22,Avermectin_B1a_NH4,cal,17.15,cal4,66536.66667,non-linear,2.77E-08
L22,Avermectin_B1a_NH4,cal,17.15,cal5,14523,non-linear,1.17E-08
L22,Benzotriazole,cal,7.84,cal1,3193609728,non-linear,3.90E-06
L22,Benzotriazole,cal,7.84,cal2,1017520341,linear,1.65E-06
L22,Benzotriazole,cal,7.84,cal3,521415274.7,linear,8.47E-07
L22,Benzotriazole,cal,7.84,cal4,327965824,linear,5.02E-07
L22,Benzotriazole,cal,7.84,cal5,115814421.3,linear,1.60E-07
L22,Benzotriazole,cal,7.84,cal6,12554686.33,linear,1.62E-08
L22,Butocarboxim_H,cal,6.1,cal1,3087,non-linear,1.98E-06
L22,Butocarboxim_H,cal,6.1,cal2,3513,non-linear,1.00E-06
L22,Butocarboxim_H,cal,6.1,cal4,0,non-linear,2.92E-07
L22,Butocarboxim_NH4,cal,10.14,cal1,70821606.67,linear,1.98E-06
L22,Butocarboxim_NH4,cal,10.14,cal2,34624210,linear,1.00E-06
L22,Butocarboxim_NH4,cal,10.14,cal3,19727582.33,linear,5.01E-07
L22,Butocarboxim_NH4,cal,10.14,cal4,11917060.67,linear,2.92E-07
L22,Butocarboxim_NH4,cal,10.14,cal5,3865971.333,linear,8.97E-08
L22,Butocarboxim_NH4,cal,10.14,cal6,311568.3333,non-linear,2.56E-08
L22,Caffeine,cal,7.47,cal1,1461387264,non-linear,3.06E-06
L22,Caffeine,cal,7.47,cal2,585651136,linear,1.24E-06
L22,Caffeine,cal,7.47,cal3,283056848,linear,5.79E-07
L22,Caffeine,cal,7.47,cal4,178935408,linear,3.34E-07
L22,Caffeine,cal,7.47,cal5,59377138.67,linear,1.02E-07
L22,Caffeine,cal,7.47,cal6,6988136.333,linear,1.09E-08
L22,Carbamazepine,cal,11.95,cal1,3798424320,linear,1.67E-06
L22,Carbamazepine,cal,11.95,cal2,1696553131,linear,7.96E-07
L22,Carbamazepine,cal,11.95,cal3,779638208,linear,4.20E-07
L22,Carbamazepine,cal,11.95,cal4,462820682.7,linear,2.59E-07
L22,Carbamazepine,cal,11.95,cal5,136606082.7,linear,9.22E-08
L22,Carbamazepine,cal,11.95,cal6,14706557,linear,7.64E-09
L22,Cefoperazone,cal,8.5,cal1,50104441.33,non-linear,5.41E-07
L22,Cefoperazone,cal,8.5,cal2,16021208.33,linear,2.25E-07
L22,Cefoperazone,cal,8.5,cal3,8190419.333,linear,1.16E-07
L22,Cefoperazone,cal,8.5,cal4,4625185.667,linear,6.66E-08
L22,Cefoperazone,cal,8.5,cal5,1538111,linear,2.45E-08
L22,Cefoperazone,cal,8.5,cal6,139906.6667,non-linear,3.26E-09
L22,Chlormequat,cal,1.08,cal1,388797898.7,non-linear,1.87E-06
L22,Chlormequat,cal,1.08,cal2,110360349.3,non-linear,1.11E-06
L22,Chlormequat,cal,1.08,cal3,60555536,non-linear,6.51E-07
L22,Chlormequat,cal,1.08,cal4,21528634,non-linear,4.30E-07
L22,Chlormequat,cal,1.08,cal5,7274678,non-linear,1.51E-07
L22,Chlormequat,cal,1.08,cal6,325102.3333,non-linear,1.89E-08
L22,Chlorothiazide,cal,5.22,cal1,243082026.7,linear,1.53E-06
L22,Chlorothiazide,cal,5.22,cal2,85988720,linear,6.60E-07
L22,Chlorothiazide,cal,5.22,cal3,45461485.33,linear,3.46E-07
L22,Chlorothiazide,cal,5.22,cal4,29406152.67,linear,1.99E-07
L22,Chlorothiazide,cal,5.22,cal5,9438099,linear,6.90E-08
L22,Chlorothiazide,cal,5.22,cal6,946622.6667,linear,9.18E-09
L22,Clarithromycin_H,cal,13.17,cal1,1797259776,non-linear,5.08E-07
L22,Clarithromycin_H,cal,13.17,cal2,605182933.3,non-linear,2.50E-07
L22,Clarithromycin_H,cal,13.17,cal3,227263093.3,non-linear,1.34E-07
L22,Clarithromycin_H,cal,13.17,cal4,96343056,non-linear,7.98E-08
L22,Clarithromycin_H,cal,13.17,cal5,19635304.67,non-linear,2.48E-08
L22,Clarithromycin_H,cal,13.17,cal6,1315962,non-linear,2.79E-09
L22,Clarithromycin_Na,cal,13.17,cal1,11051736.33,non-linear,5.08E-07
L22,Clarithromycin_Na,cal,13.17,cal2,3709888,non-linear,2.50E-07
L22,Clarithromycin_Na,cal,13.17,cal3,1341447.333,non-linear,1.34E-07
L22,Clarithromycin_Na,cal,13.17,cal4,546360.6667,non-linear,7.98E-08
L22,Clarithromycin_Na,cal,13.17,cal5,98299,non-linear,2.48E-08
L22,Clarithromycin_Na,cal,13.17,cal6,0,non-linear,2.79E-09
L22,Dichlorvos,cal,11.11,cal1,3423850069,linear,2.18E-06
L22,Dichlorvos,cal,11.11,cal2,1350047189,linear,8.80E-07
L22,Dichlorvos,cal,11.11,cal3,362791082.7,linear,4.38E-07
L22,Dichlorvos,cal,11.11,cal4,288422570.7,linear,2.72E-07
L22,Dichlorvos,cal,11.11,cal5,58845177.33,linear,8.53E-08
L22,Dichlorvos,cal,11.11,cal6,8484323.667,linear,7.13E-09
L22,Dimethyl_phthalate,cal,10.87,cal1,2209175381,linear,2.31E-06
L22,Dimethyl_phthalate,cal,10.87,cal2,928055893.3,linear,9.63E-07
L22,Dimethyl_phthalate,cal,10.87,cal3,460057269.3,linear,5.04E-07
L22,Dimethyl_phthalate,cal,10.87,cal4,273454293.3,linear,3.09E-07
L22,Dimethyl_phthalate,cal,10.87,cal5,90529376,linear,8.73E-08
L22,Dimethyl_phthalate,cal,10.87,cal6,9761427.333,linear,1.00E-08
L22,Dimethyl_phthalate_H,cal,10.87,cal1,91399338.67,linear,2.31E-06
L22,Dimethyl_phthalate_H,cal,10.87,cal2,38857630.67,linear,9.63E-07
L22,Dimethyl_phthalate_H,cal,10.87,cal3,18767229.33,linear,5.04E-07
L22,Dimethyl_phthalate_H,cal,10.87,cal4,11085002,linear,3.09E-07
L22,Dimethyl_phthalate_H,cal,10.87,cal5,3406422.667,linear,8.73E-08
L22,Dimethyl_phthalate_H,cal,10.87,cal6,317968.3333,linear,1.00E-08
L22,Diphenyl_phthalate,cal,15.02,cal1,1415651285,linear,1.34E-06
L22,Diphenyl_phthalate,cal,15.02,cal2,636211413.3,linear,6.44E-07
L22,Diphenyl_phthalate,cal,15.02,cal3,324817674.7,linear,3.82E-07
L22,Diphenyl_phthalate,cal,15.02,cal4,159884181.3,linear,2.07E-07
L22,Diphenyl_phthalate,cal,15.02,cal5,57430337.33,linear,7.88E-08
L22,Diphenyl_phthalate,cal,15.02,cal6,6037127,non-linear,1.07E-08
L22,Diphenyl_phthalate_H,cal,15.02,cal1,47013618.67,linear,1.34E-06
L22,Diphenyl_phthalate_H,cal,15.02,cal2,21757114,linear,6.44E-07
L22,Diphenyl_phthalate_H,cal,15.02,cal3,11101706.67,linear,3.82E-07
L22,Diphenyl_phthalate_H,cal,15.02,cal4,5064136.333,linear,2.07E-07
L22,Diphenyl_phthalate_H,cal,15.02,cal5,1627312.667,non-linear,7.88E-08
L22,Diphenyl_phthalate_H,cal,15.02,cal6,147955.3333,non-linear,1.07E-08
L22,Efavirenz,cal,14.65,cal1,330505888,non-linear,1.33E-06
L22,Efavirenz,cal,14.65,cal2,154371322.7,linear,5.86E-07
L22,Efavirenz,cal,14.65,cal3,84107941.33,linear,3.13E-07
L22,Efavirenz,cal,14.65,cal4,42358901.33,linear,1.67E-07
L22,Efavirenz,cal,14.65,cal5,15716976.67,linear,7.13E-08
L22,Efavirenz,cal,14.65,cal6,1679194.667,linear,8.49E-09
L22,Emamectin_B1a,cal,15.57,cal1,315726954.7,non-linear,2.04E-07
L22,Emamectin_B1a,cal,15.57,cal2,17861096,non-linear,9.73E-08
L22,Emamectin_B1a,cal,15.57,cal3,8644988.333,non-linear,4.87E-08
L22,Emamectin_B1a,cal,15.57,cal4,489423.6667,non-linear,2.35E-08
L22,Emamectin_B1a,cal,15.57,cal5,72946.66667,non-linear,7.05E-09
L22,Guanylurea,cal,0.93,cal1,65177133.33,non-linear,1.25E-06
L22,Guanylurea,cal,0.93,cal2,25903885.33,non-linear,5.45E-07
L22,Guanylurea,cal,0.93,cal3,13935423,non-linear,3.20E-07
L22,Guanylurea,cal,0.93,cal4,8052835.333,non-linear,1.82E-07
L22,Guanylurea,cal,0.93,cal5,2630539.333,non-linear,4.72E-08
L22,Guanylurea,cal,0.93,cal6,190780.6667,non-linear,2.35E-09
L22,Haloperidol,cal,11.27,cal1,2513132885,linear,5.96E-07
L22,Haloperidol,cal,11.27,cal2,882213141.3,linear,2.90E-07
L22,Haloperidol,cal,11.27,cal3,392950410.7,linear,1.49E-07
L22,Haloperidol,cal,11.27,cal4,188789525.3,linear,8.94E-08
L22,Haloperidol,cal,11.27,cal5,64271392,non-linear,2.62E-08
L22,Haloperidol,cal,11.27,cal6,5617677.667,non-linear,2.20E-09
L22,Histamine,cal,0.73,cal1,1193142,non-linear,5.59E-06
L22,Histamine,cal,0.73,cal2,274539.3333,non-linear,1.40E-06
L22,Histamine,cal,0.73,cal3,47975.33333,non-linear,4.09E-07
L22,Histamine,cal,0.73,cal4,92263.66667,non-linear,2.93E-07
L22,Histamine,cal,0.73,cal5,55638.66667,non-linear,5.92E-08
L22,Histamine,cal,0.73,cal6,37782.66667,non-linear,3.97E-09
L22,Imazalil,cal,11.83,cal1,3741495552,linear,8.73E-07
L22,Imazalil,cal,11.83,cal2,1454974848,linear,4.20E-07
L22,Imazalil,cal,11.83,cal3,598957589.3,linear,2.19E-07
L22,Imazalil,cal,11.83,cal4,315501429.3,linear,1.26E-07
L22,Imazalil,cal,11.83,cal5,67581874.67,non-linear,3.93E-08
L22,Imazalil,cal,11.83,cal6,5512358.333,non-linear,3.32E-09
L22,Ivermectin_B1a_H,cal,15.33,cal1,1064647.667,non-linear,9.60E-08
L22,Ivermectin_B1a_H,cal,15.33,cal2,125950.3333,non-linear,5.01E-08
L22,Ivermectin_B1a_H,cal,15.33,cal3,108391.5,non-linear,3.92E-08
L22,Ivermectin_B1a_H,cal,15.33,cal6,3311,non-linear,4.06E-09
L22,Ivermectin_B1a_NH4,cal,17.73,cal1,2883009,non-linear,9.60E-08
L22,Ivermectin_B1a_NH4,cal,17.73,cal2,605545.6667,non-linear,5.01E-08
L22,Ivermectin_B1a_NH4,cal,17.73,cal3,111009.6667,non-linear,3.92E-08
L22,Ivermectin_B1a_NH4,cal,17.73,cal4,9987.5,non-linear,2.25E-08
L22,Ivermectin_B1a_NH4,cal,17.73,cal5,3865,non-linear,9.34E-09
L22,L-alanine,cal,0.84,cal1,31219562.67,non-linear,6.07E-06
L22,L-alanine,cal,0.84,cal2,14299260,non-linear,2.26E-06
L22,L-alanine,cal,0.84,cal3,8357426,non-linear,1.07E-06
L22,L-alanine,cal,0.84,cal4,4997889.333,non-linear,6.25E-07
L22,L-alanine,cal,0.84,cal5,1818698.333,non-linear,1.93E-07
L22,L-alanine,cal,0.84,cal6,518577.3333,non-linear,1.82E-08
L22,L-phenylalanine,cal,4.9,cal1,287371226.7,non-linear,3.10E-06
L22,L-phenylalanine,cal,4.9,cal2,118884410.7,linear,1.23E-06
L22,L-phenylalanine,cal,4.9,cal3,63684832,linear,6.09E-07
L22,L-phenylalanine,cal,4.9,cal4,42368230.67,linear,3.58E-07
L22,L-phenylalanine,cal,4.9,cal5,12999727.67,linear,1.21E-07
L22,L-phenylalanine,cal,4.9,cal6,1400940.333,linear,1.38E-08
L22,Methamidophos,cal,3.83,cal1,577374400,linear,2.23E-06
L22,Methamidophos,cal,3.83,cal2,236358389.3,linear,9.91E-07
L22,Methamidophos,cal,3.83,cal3,116905050.7,linear,4.84E-07
L22,Methamidophos,cal,3.83,cal4,73138821.33,linear,2.92E-07
L22,Methamidophos,cal,3.83,cal5,26204933.33,non-linear,8.52E-08
L22,Methamidophos,cal,3.83,cal6,1791227.667,non-linear,6.39E-09
L22,Metolachlor,cal,14.62,cal1,2080416171,linear,1.45E-06
L22,Metolachlor,cal,14.62,cal2,875524501.3,linear,6.75E-07
L22,Metolachlor,cal,14.62,cal3,402756437.3,linear,3.62E-07
L22,Metolachlor,cal,14.62,cal4,219047029.3,linear,2.26E-07
L22,Metolachlor,cal,14.62,cal5,59615641.33,linear,7.26E-08
L22,Metolachlor,cal,14.62,cal6,6125440,linear,7.23E-09
L22,Nigericin_H,cal,18.05,cal1,798328.3333,non-linear,3.47E-07
L22,Nigericin_H,cal,18.05,cal2,263998.6667,non-linear,1.87E-07
L22,Nigericin_H,cal,18.05,cal3,37227.33333,non-linear,9.15E-08
L22,Nigericin_NH4,cal,18.05,cal1,162508058.7,non-linear,3.47E-07
L22,Nigericin_NH4,cal,18.05,cal2,69366613.33,non-linear,1.87E-07
L22,Nigericin_NH4,cal,18.05,cal3,13171778,non-linear,9.15E-08
L22,Nigericin_NH4,cal,18.05,cal4,1940665.333,non-linear,4.20E-08
L22,Nigericin_NH4,cal,18.05,cal5,172122,non-linear,1.47E-08
L22,Nigericin_NH4,cal,18.05,cal6,26402.33333,non-linear,2.89E-09
L22,Octocrylene,cal,16.79,cal1,50403226.67,non-linear,2.30E-06
L22,Octocrylene,cal,16.79,cal2,17028258,non-linear,1.20E-06
L22,Octocrylene,cal,16.79,cal3,1153231,non-linear,7.12E-07
L22,Octocrylene,cal,16.79,cal4,453024,non-linear,3.34E-07
L22,Octocrylene,cal,16.79,cal5,60379.33333,non-linear,1.16E-07
L22,Octocrylene,cal,16.79,cal6,10252.33333,non-linear,2.89E-08
L22,Progesterone,cal,15.3,cal1,3070047232,linear,1.24E-06
L22,Progesterone,cal,15.3,cal2,1296636459,linear,6.17E-07
L22,Progesterone,cal,15.3,cal3,606776106.7,linear,3.29E-07
L22,Progesterone,cal,15.3,cal4,308175306.7,linear,2.00E-07
L22,Progesterone,cal,15.3,cal5,77764056,non-linear,7.24E-08
L22,Progesterone,cal,15.3,cal6,6858199.333,non-linear,8.65E-09
L22,Rifaximin,cal,14.48,cal1,1757088341,linear,4.90E-07
L22,Rifaximin,cal,14.48,cal2,541007680,linear,1.91E-07
L22,Rifaximin,cal,14.48,cal3,218993765.3,linear,8.71E-08
L22,Rifaximin,cal,14.48,cal4,51027862.67,non-linear,4.48E-08
L22,Rifaximin,cal,14.48,cal5,14920856.33,non-linear,1.61E-08
L22,Rifaximin,cal,14.48,cal6,1289701,non-linear,2.69E-09
L22,Saccharin,cal,13.44,cal1,1052892,linear,5.27E-06
L22,Saccharin,cal,13.44,cal2,452163.3333,linear,2.14E-06
L22,Saccharin,cal,13.44,cal3,217496.3333,linear,1.07E-06
L22,Saccharin,cal,13.44,cal4,124270.3333,linear,6.46E-07
L22,Saccharin,cal,13.44,cal5,26450,non-linear,2.16E-07
L22,Saccharin,cal,13.44,cal6,2906,non-linear,5.40E-08
L22,Simazine,cal,11.37,cal1,6145511936,linear,2.29E-06
L22,Simazine,cal,11.37,cal2,2406022912,linear,9.66E-07
L22,Simazine,cal,11.37,cal3,1110630357,linear,4.95E-07
L22,Simazine,cal,11.37,cal4,610947840,linear,3.01E-07
L22,Simazine,cal,11.37,cal5,156341648,non-linear,9.47E-08
L22,Simazine,cal,11.37,cal6,16707210.33,non-linear,9.45E-09
L22,Spinosad_A,cal,14.72,cal1,492049034.7,non-linear,2.15E-07
